Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
FIR,FIR 020 Fire Operations,B.000414,Master Firefighter,Non Exempt,2000-01-16,2004-09-01,81494.4
FIR,FIR 020 Fire Operations,B.001778,Fire Captain,Non Exempt,1996-09-01,2007-01-16,94494.4
FIR,FIR 020 Fire Operations,B.000940,Fire Captain,Non Exempt,1974-09-09,2007-07-16,94494.4
FIR,FIR 020 Fire Operations,B.001109,Master Firefighter,Non Exempt,2004-08-16,2010-08-16,72431.06
FIR,FIR 020 Fire Operations,B.003271,Master Firefighter Medic,Non Exempt,2011-10-16,2016-07-07,74180.86
FIR,FIR 020 Fire Operations,B.005392,Master Firefighter,Non Exempt,1998-01-16,2003-08-16,81494.4
FIR,FIR 020 Fire Operations,B.000065,Master Firefighter,Non Exempt,2009-09-16,2015-09-07,68108.04
FIR,FIR 020 Fire Operations,B.005882.1     ,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.001063,Fire Captain,Non Exempt,1998-05-15,2018-09-13,81888.04
FIR,FIR 020 Fire Operations,B.000365,Fire Captain,Non Exempt,2011-10-16,2016-08-07,81598.4
FIR,FIR 020 Fire Operations,B.005766,Master Firefighter,Non Exempt,2001-07-16,2006-07-16,80791.62
FIR,FIR 020 Fire Operations,B.005880.4     ,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.001199,Master Firefighter,Non Exempt,2005-07-16,2011-11-01,70324.28
FIR,FIR 020 Fire Operations,B.002998,Fire Captain,Non Exempt,2008-02-16,2014-08-07,90841.14
FIR,FIR 020 Fire Operations,B.003443.4     ,Master Firefighter Medic,Non Exempt,2002-09-01,2011-03-01,76638.64
FIR,FIR 020 Fire Operations,B.005261,Fire Captain,Non Exempt,2004-06-01,2015-12-22,92443.26
FIR,FIR 020 Fire Operations,B.003993,Master Firefighter Medic,Non Exempt,2013-01-01,2019-10-10,69594.46
FIR,FIR 020 Fire Operations,B.005401,Firefighter,Non Exempt,2018-11-08,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.005713.1     ,Fire Captain,Non Exempt,2005-07-16,2013-08-16,94494.4
FIR,FIR 020 Fire Operations,B.005711.2     ,Master Firefighter Medic,Non Exempt,2008-02-16,2015-02-16,73061.56
FIR,FIR 020 Fire Operations,B.001782,Master Firefighter,Non Exempt,2014-02-01,2020-02-13,62995.14
FIR,FIR 020 Fire Operations,B.007406,Firefighter,Non Exempt,2016-02-22,2016-08-07,56611.88
FIR,FIR 020 Fire Operations,B.004162,Master Firefighter,Non Exempt,2001-07-16,2006-12-16,81494.4
FIR,FIR 020 Fire Operations,B.005924,Master Firefighter,Non Exempt,2002-07-01,2006-07-01,78992.16
FIR,FIR 020 Fire Operations,B.001931,Fire Captain,Non Exempt,2001-07-16,2017-06-08,90511.98
FIR,FIR 020 Fire Operations,B.000750,Master Firefighter,Non Exempt,1998-01-16,2004-09-01,81494.4
FIR,FIR 020 Fire Operations,B.005259.1     ,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.002832,Fire Captain,Non Exempt,2004-02-01,2010-07-01,92552.98
FIR,FIR 020 Fire Operations,B.001258,Firefighter Medic,Non Exempt,2016-02-22,2016-11-07,62039.9
FIR,FIR 020 Fire Operations,B.003861.1     ,Firefighter Medic,Non Exempt,2017-11-09,2018-05-01,60187.92
FIR,FIR 020 Fire Operations,B.003290.1     ,Fire Captain,Non Exempt,2005-07-16,2016-02-22,92443.26
FIR,FIR 020 Fire Operations,B.005397.1     ,Master Firefighter,Non Exempt,1994-07-01,2008-04-28,81494.4
FIR,FIR 020 Fire Operations,B.002094.2     ,Firefighter Medic,Non Exempt,2019-09-26,2019-09-26,54872.48
FIR,FIR 020 Fire Operations,B.003286,Master Firefighter Medic,Non Exempt,2011-10-16,2018-06-07,73696.48
FIR,FIR 020 Fire Operations,B.002173,Master Firefighter Medic,Non Exempt,2015-02-07,2021-03-11,69024.02
FIR,FIR 020 Fire Operations,B.002354,Master Firefighter Medic,Non Exempt,2009-09-16,2015-09-07,74729.46
FIR,FIR 020 Fire Operations,B.003161,Fire Captain,Non Exempt,2003-08-01,2018-07-05,90424.36
FIR,FIR 020 Fire Operations,B.000767.2     ,Fire Battalion Officer,Exempt,2003-08-01,2016-07-07,107910.4
FIR,FIR 020 Fire Operations,B.000460,Firefighter,Non Exempt,2018-11-08,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.004625,Master Firefighter,Non Exempt,2000-01-16,2004-09-01,81494.4
FIR,FIR 020 Fire Operations,B.000906,Fire Captain,Non Exempt,2005-07-16,2018-02-15,90402.26
FIR,FIR 020 Fire Operations,B.001138.1     ,Firefighter,Non Exempt,2017-01-19,2017-07-27,54724.54
FIR,FIR 020 Fire Operations,B.003071,Fire Captain,Non Exempt,2007-02-16,2020-11-19,83665.66
FIR,FIR 020 Fire Operations,B.006857,Master Firefighter Medic,Non Exempt,2013-01-01,2017-02-02,74180.86
FIR,FIR 020 Fire Operations,B.001774,Master Firefighter,Non Exempt,2008-02-16,2014-02-16,69227.08
FIR,FIR 020 Fire Operations,B.003404.2     ,Master Firefighter Medic,Non Exempt,2010-05-27,2017-10-26,73588.32
FIR,FIR 020 Fire Operations,B.005877,Master Firefighter,Non Exempt,1999-09-16,2005-10-16,81494.4
FIR,FIR 020 Fire Operations,B.001548.1     ,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.001002,Fire Captain,Non Exempt,1985-10-16,2004-07-16,94494.4
FIR,FIR 020 Fire Operations,B.001665.1     ,Fire Battalion Officer,Exempt,2003-08-01,2017-08-03,102224.2
FIR,FIR 020 Fire Operations,B.006413,Master Firefighter,Non Exempt,2009-06-16,2020-02-13,62995.14
FIR,FIR 020 Fire Operations,B.003747,Master Firefighter,Non Exempt,2015-02-07,2015-10-22,62841.48
FIR,FIR 020 Fire Operations,B.002082.2     ,Firefighter,Non Exempt,2018-11-08,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.001562,Firefighter,Non Exempt,2008-02-16,2009-02-16,58433.18
FIR,FIR 020 Fire Operations,B.005263,Fire Captain,Non Exempt,2007-02-16,2017-01-05,90511.98
FIR,FIR 020 Fire Operations,B.000928.2     ,Firefighter,Non Exempt,2016-02-22,2016-11-07,56370.34
FIR,FIR 020 Fire Operations,B.001185,Fire Captain,Non Exempt,2000-01-16,2008-06-16,94494.4
FIR,FIR 020 Fire Operations,B.000728,Fire Captain,Non Exempt,2005-07-16,2015-12-22,92443.26
FIR,FIR 020 Fire Operations,B.000651,Firefighter,Non Exempt,2018-11-08,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.003956,Firefighter,Non Exempt,2018-11-08,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.001259,Master Firefighter,Non Exempt,2014-02-01,2020-02-13,62995.14
FIR,FIR 020 Fire Operations,B.001337,Fire Captain,Non Exempt,1983-06-30,2002-01-01,94494.4
FIR,FIR 020 Fire Operations,B.003346,Master Firefighter Medic,Non Exempt,2014-02-01,2020-02-13,69199.52
FIR,FIR 020 Fire Operations,B.007016,Firefighter,Non Exempt,2015-02-07,2015-10-22,57028.66
FIR,FIR 020 Fire Operations,B.003639.1     ,Master Firefighter Medic,Non Exempt,2011-10-16,2017-10-26,73588.32
FIR,FIR 020 Fire Operations,B.001917,Master Firefighter,Non Exempt,2003-01-01,2013-02-16,69775.68
FIR,FIR 020 Fire Operations,B.003926,Fire Captain,Non Exempt,1995-06-05,2010-10-16,93540.46
FIR,FIR 020 Fire Operations,B.007403,Master Firefighter,Non Exempt,2016-02-22,2020-03-12,62380.76
FIR,FIR 020 Fire Operations,B.004204,Fire Captain,Non Exempt,1998-01-16,2015-01-22,93123.42
FIR,FIR 020 Fire Operations,B.003838,Master Firefighter,Non Exempt,2011-10-16,2018-07-19,63346.14
FIR,FIR 020 Fire Operations,B.000036,Fire Captain,Non Exempt,2001-01-16,2011-06-16,93540.46
FIR,FIR 020 Fire Operations,B.003334,Master Firefighter,Non Exempt,2004-08-16,2012-05-16,71597.24
FIR,FIR 020 Fire Operations,B.006040,Master Firefighter,Non Exempt,2001-11-01,2020-02-13,62995.14
FIR,FIR 020 Fire Operations,B.005937,Fire Captain,Non Exempt,2002-07-01,2013-08-16,93321.02
FIR,FIR 020 Fire Operations,B.003226.4     ,Fire Battalion Officer,Exempt,1998-06-16,2018-12-06,103540.84
FIR,FIR 020 Fire Operations,B.002386,Fire Captain,Non Exempt,2011-10-16,2018-12-06,81888.04
FIR,FIR 020 Fire Operations,B.002325,Fire Captain,Non Exempt,1987-01-01,1999-08-01,94494.4
FIR,FIR 020 Fire Operations,B.002517.3     ,Fire Battalion Officer,Exempt,2002-02-01,2015-12-22,102816.74
FIR,FIR 020 Fire Operations,B.001745,Master Firefighter Medic,Non Exempt,2000-07-16,2005-03-01,85612.8
FIR,FIR 020 Fire Operations,B.007411,Master Firefighter Medic,Non Exempt,2016-02-22,2020-02-27,68431.48
FIR,FIR 020 Fire Operations,B.005262,Firefighter,Non Exempt,2018-11-08,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.004161,Master Firefighter Medic,Non Exempt,2011-10-16,2017-10-26,73588.32
FIR,FIR 020 Fire Operations,B.005399,Master Firefighter,Non Exempt,1988-07-19,2006-03-01,81494.4
FIR,FIR 020 Fire Operations,B.003473.2     ,Master Firefighter Medic,Non Exempt,2003-08-01,2009-08-16,82695.08
FIR,FIR 020 Fire Operations,B.004206,Master Firefighter,Non Exempt,2013-01-01,2019-01-03,63346.14
FIR,FIR 020 Fire Operations,B.001630.1     ,Firefighter,Non Exempt,2017-01-19,2017-07-27,54724.54
FIR,FIR 020 Fire Operations,B.001789,Master Firefighter,Non Exempt,2008-02-16,2014-03-16,69227.08
FIR,FIR 020 Fire Operations,B.003423,Master Firefighter,Non Exempt,2004-02-01,2010-04-01,74011.08
FIR,FIR 020 Fire Operations,B.000981.2     ,Fire Battalion Officer,Exempt,1998-06-16,2018-12-06,106854.54
FIR,FIR 020 Fire Operations,B.007103.1     ,Firefighter,Non Exempt,2017-01-19,2017-07-27,54724.54
FIR,FIR 020 Fire Operations,B.005926,Master Firefighter,Non Exempt,2002-07-01,2008-07-01,78487.5
FIR,FIR 020 Fire Operations,B.005675,Fire Captain,Non Exempt,2007-02-16,2016-12-07,90511.98
FIR,FIR 020 Fire Operations,B.001610,Master Firefighter,Non Exempt,2015-02-07,2021-03-25,62558.6
FIR,FIR 020 Fire Operations,B.007397,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.003571.3     ,Fire Battalion Officer,Exempt,1985-09-03,2003-06-01,107910.4
FIR,FIR 020 Fire Operations,B.002305,Master Firefighter,Non Exempt,2008-02-16,2014-02-16,69227.08
FIR,FIR 020 Fire Operations,B.007398,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.001079,Master Firefighter,Non Exempt,2000-07-16,2004-08-01,81494.4
FIR,FIR 020 Fire Operations,B.002508,Firefighter,Non Exempt,2007-01-06,2016-12-07,56370.34
FIR,FIR 020 Fire Operations,B.003933,Master Firefighter,Non Exempt,1985-09-03,1991-09-01,81494.4
FIR,FIR 020 Fire Operations,B.002895,Fire Captain,Non Exempt,1998-06-16,2010-08-16,94494.4
FIR,FIR 020 Fire Operations,B.006858,Master Firefighter Medic,Non Exempt,2013-01-01,2019-01-17,69660.24
FIR,FIR 020 Fire Operations,B.004175,Master Firefighter,Non Exempt,2011-10-16,2015-10-07,68108.04
FIR,FIR 020 Fire Operations,B.007407,Firefighter,Non Exempt,2012-04-01,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.004310,Master Firefighter,Non Exempt,2015-02-07,2021-06-03,62553.14
FIR,FIR 020 Fire Operations,B.003675,Fire Battalion Officer,Exempt,1980-07-01,2010-08-16,107910.4
FIR,FIR 020 Fire Operations,B.004239,Master Firefighter Medic,Non Exempt,2011-10-16,2015-10-22,74729.46
FIR,FIR 020 Fire Operations,B.000499,Master Firefighter,Non Exempt,2004-02-01,2010-04-01,74011.08
FIR,FIR 020 Fire Operations,B.007237,Fire Battalion Officer,Exempt,2001-07-16,2017-07-06,107910.4
FIR,FIR 020 Fire Operations,B.003784,Fire Captain,Non Exempt,2011-10-16,2018-12-06,81888.04
FIR,FIR 020 Fire Operations,B.000339,Master Firefighter,Non Exempt,2014-02-01,2020-02-13,62995.14
FIR,FIR 020 Fire Operations,B.007409,Master Firefighter Medic,Non Exempt,2016-02-22,2020-02-27,68431.48
FIR,FIR 020 Fire Operations,B.000703,Firefighter,Non Exempt,2008-11-14,2021-07-15,49226.32
FIR,FIR 020 Fire Operations,B.005402,Master Firefighter,Non Exempt,2011-10-16,2017-10-26,66989
FIR,FIR 020 Fire Operations,B.002482,Fire Captain,Non Exempt,2013-01-01,2020-05-21,79497.6
FIR,FIR 020 Fire Operations,B.005395,Master Firefighter Medic,Non Exempt,2006-05-16,2012-05-16,75848.5
FIR,FIR 020 Fire Operations,B.005705,Master Firefighter,Non Exempt,2001-01-16,2005-04-16,81494.4
FIR,FIR 020 Fire Operations,B.007400,Firefighter,Non Exempt,2015-02-07,2016-09-15,57028.66
FIR,FIR 020 Fire Operations,B.006863,Master Firefighter Medic,Non Exempt,2013-01-01,2019-01-31,69660.24
FIR,FIR 020 Fire Operations,B.005710,Master Firefighter,Non Exempt,2007-11-01,2017-10-26,66989
FIR,FIR 020 Fire Operations,B.005881,Master Firefighter Medic,Non Exempt,1996-10-16,2007-11-01,85612.8
FIR,FIR 020 Fire Operations,B.001348,Master Firefighter,Non Exempt,2014-02-01,2020-02-13,62995.14
FIR,FIR 020 Fire Operations,B.003374,Fire Captain,Non Exempt,2005-07-16,2017-05-11,90511.98
FIR,FIR 020 Fire Operations,B.006036,Master Firefighter,Non Exempt,2009-09-16,2015-11-07,68108.04
FIR,FIR 020 Fire Operations,B.003442.1     ,Fire Captain,Non Exempt,2007-02-16,2018-03-15,90402.26
FIR,FIR 020 Fire Operations,B.003018,Fire Captain,Non Exempt,2007-02-16,2018-07-05,90424.36
FIR,FIR 020 Fire Operations,B.002875,Master Firefighter,Non Exempt,2016-02-22,2020-02-27,62380.76
FIR,FIR 020 Fire Operations,B.002722,Master Firefighter,Non Exempt,2003-02-01,2009-02-01,77061.14
FIR,FIR 020 Fire Operations,B.002734,Firefighter,Non Exempt,2015-01-22,2021-07-15,49226.32
FIR,FIR 020 Fire Operations,B.005878,Master Firefighter,Non Exempt,2011-10-16,2017-10-26,66989
FIR,FIR 020 Fire Operations,B.007388,Firefighter,Non Exempt,2011-05-26,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.000119.1     ,Firefighter,Non Exempt,2017-01-19,2017-07-27,54724.54
FIR,FIR 020 Fire Operations,B.004318.1     ,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.001963,Fire Captain,Non Exempt,1999-02-16,2005-07-16,94494.4
FIR,FIR 020 Fire Operations,B.007408,Master Firefighter Medic,Non Exempt,2016-02-22,2020-03-12,68431.48
FIR,FIR 020 Fire Operations,B.003232,Firefighter,Non Exempt,2021-02-25,2021-07-15,49226.32
FIR,FIR 020 Fire Operations,B.004053,Master Firefighter,Non Exempt,2009-09-16,2015-11-22,68108.04
FIR,FIR 020 Fire Operations,B.000391,Master Firefighter,Non Exempt,2005-07-16,2014-02-16,69227.08
FIR,FIR 020 Fire Operations,B.003407,Fire Captain,Non Exempt,1974-09-14,2000-01-01,94494.4
FIR,FIR 020 Fire Operations,B.002148,Fire Captain,Non Exempt,2011-10-16,2021-05-06,77269.4
FIR,FIR 020 Fire Operations,B.003938.1     ,Fire Battalion Officer,Exempt,2000-07-16,2019-01-17,107910.4
FIR,FIR 020 Fire Operations,B.003464,Fire Captain,Non Exempt,1984-10-01,2006-08-16,94494.4
FIR,FIR 020 Fire Operations,B.007015,Master Firefighter Medic,Non Exempt,2015-02-07,2019-10-10,69660.24
FIR,FIR 020 Fire Operations,B.000923.3     ,Fire Battalion Officer,Exempt,2003-08-01,2017-07-06,106942.16
FIR,FIR 020 Fire Operations,B.000490,Firefighter Medic,Non Exempt,2016-02-22,2016-11-07,62018.06
FIR,FIR 020 Fire Operations,B.004867,Firefighter,Non Exempt,2021-02-25,2021-07-15,49226.32
FIR,FIR 020 Fire Operations,B.006417.1     ,Firefighter,Non Exempt,2021-02-25,2021-07-15,49226.32
FIR,FIR 020 Fire Operations,B.007399,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.002852,Fire Captain,Non Exempt,2005-07-16,2020-01-16,84060.6
FIR,FIR 020 Fire Operations,B.005918,Master Firefighter,Non Exempt,2002-07-01,2008-07-01,78487.5
FIR,FIR 020 Fire Operations,B.001492,Master Firefighter,Non Exempt,2006-05-16,2012-05-16,70324.28
FIR,FIR 020 Fire Operations,B.001613,Master Firefighter,Non Exempt,2008-02-16,2014-02-16,69227.08
FIR,FIR 020 Fire Operations,B.003702,Master Firefighter,Non Exempt,2006-05-16,2012-09-16,69775.68
FIR,FIR 020 Fire Operations,B.007017,Master Firefighter,Non Exempt,2015-02-07,2021-03-11,62841.48
FIR,FIR 020 Fire Operations,B.005932,Firefighter,Non Exempt,2019-09-26,2019-09-26,51000.04
FIR,FIR 020 Fire Operations,B.005930.1     ,Fire Captain,Non Exempt,2003-08-01,2018-03-15,90402.26
FIR,FIR 020 Fire Operations,B.005398,Master Firefighter,Non Exempt,2007-02-16,2013-02-16,69775.68
FIR,FIR 020 Fire Operations,B.005400,Firefighter,Non Exempt,2019-09-26,2019-09-26,51000.04
FIR,FIR 020 Fire Operations,B.007104.1     ,Firefighter Medic,Non Exempt,2017-01-19,2017-07-27,60218.6
FIR,FIR 020 Fire Operations,B.002981,Master Firefighter,Non Exempt,1984-11-01,1991-01-16,81494.4
FIR,FIR 020 Fire Operations,B.006861,Master Firefighter,Non Exempt,2009-05-17,2019-01-03,63346.14
FIR,FIR 020 Fire Operations,B.001601,Master Firefighter,Non Exempt,2004-08-16,2008-08-16,73374.6
FIR,FIR 020 Fire Operations,B.003603,Master Firefighter,Non Exempt,2008-02-16,2014-05-01,69227.08
FIR,FIR 020 Fire Operations,B.002438,Fire Captain,Non Exempt,2004-02-01,2017-12-07,90402.26
FIR,FIR 020 Fire Operations,B.001297.1     ,Firefighter,Non Exempt,2017-11-09,2018-05-01,54695.94
FIR,FIR 020 Fire Operations,B.006415,Master Firefighter,Non Exempt,2007-08-16,2017-10-26,66989
FIR,FIR 020 Fire Operations,B.003024.2     ,Fire Battalion Officer,Exempt,2001-01-16,2015-12-22,102816.74
FIR,FIR 020 Fire Operations,B.000745.2     ,Master Firefighter Medic,Non Exempt,2006-05-16,2020-08-13,74180.86
FIR,FIR 020 Fire Operations,B.005935,Master Firefighter,Non Exempt,1999-02-16,2003-07-16,81494.4
FIR,FIR 020 Fire Operations,B.000915,Fire Captain,Non Exempt,2002-07-01,2020-03-12,91367.9
FIR,FIR 020 Fire Operations,B.005879,Master Firefighter Medic,Non Exempt,2002-02-01,2009-04-01,85612.8
FIR,FIR 020 Fire Operations,B.000373,Fire Captain,Non Exempt,2009-09-16,2018-09-13,81888.04
FIR,FIR 020 Fire Operations,B.006041,Master Firefighter Medic,Non Exempt,2003-08-01,2009-08-01,85612.8
FIR,FIR 020 Fire Operations,B.003561,Fire Captain,Non Exempt,2000-03-01,2014-02-01,93233.14
FIR,FIR 020 Fire Operations,B.003774,Firefighter,Non Exempt,2013-03-16,2016-12-07,56370.34
FIR,FIR 020 Fire Operations,B.003637,Firefighter,Non Exempt,2005-07-16,2011-12-15,63216.92
FIR,FIR 020 Fire Operations,B.000938,Master Firefighter,Non Exempt,2009-09-16,2015-09-07,68108.04
FIR,FIR 020 Fire Operations,B.000971,Firefighter,Non Exempt,2018-11-08,2019-04-25,51500.02
FIR,FIR 020 Fire Operations,B.002283,Fire Captain,Non Exempt,1998-01-16,2005-08-16,94494.4
FIR,FIR 020 Fire Operations,B.002757,Master Firefighter,Non Exempt,2004-08-16,2008-08-16,73374.6
FIR,FIR 021 Personnel and Development,B.007751,EMS Instruction Supervisor,Non Exempt,2015-04-20,2021-07-01,61193.6
FIR,FIR 021 Personnel and Development,B.006409.3     ,Administrative Specialist I,Non Exempt,1998-08-24,2020-12-03,54573.74
FIR,FIR 021 Personnel and Development,B.001387.1     ,Fire Captain,Non Exempt,2001-01-16,2009-03-16,93737.8
FIR,FIR 021 Personnel and Development,B.006865.2     ,Fire Battalion Officer,Exempt,2004-08-16,2017-07-06,107468.92
FIR,FIR 021 Personnel and Development,B.000462.2     ,Master Firefighter,Non Exempt,2011-10-16,2017-10-26,66989
FIR,FIR 021 Personnel and Development,B.000266.1     ,Administrative Assistant,Non Exempt,2017-03-30,2017-03-30,38059.06
FIR,FIR 021 Personnel and Development,B.000257.3     ,Master Firefighter,Non Exempt,2000-01-16,2006-01-16,81494.4
FIR,FIR 021 Personnel and Development,B.003386.2     ,Administrative Technician,Non Exempt,2016-07-22,2019-07-18,38074.4
FIR,FIR 021 Personnel and Development,B.005265.1     ,Master Firefighter,Non Exempt,1996-07-16,2002-07-16,81494.4
FIR,FIR 021 Personnel and Development,B.001812.1     ,Fire Captain,Non Exempt,1999-02-16,2006-07-01,94494.4
FIR,FIR 021 Personnel and Development,B.006466.1     ,Recreation Specialist II,Exempt,2020-12-03,2020-12-03,58305
FIR,FIR 021 Personnel and Development,B.007429.1     ,Public Safety Wellness Coordinator,Exempt,2019-04-11,2019-04-11,74480.12
FIR,FIR 021 Personnel and Development,B.000289.2     ,Administrative Technician,Non Exempt,2014-12-07,2021-03-11,38074.4
FIR,FIR 021 Personnel and Development,B.000209.4     ,Fire District Officer,Exempt,1999-09-16,2019-09-12,113515.22
FIR,FIR 021 Personnel and Development,B.005393.1     ,Master Firefighter,Non Exempt,2013-01-01,2019-01-03,63346.14
FIR,FIR 951 Fire Grants,G.040002.1     ,Public Safety Training Specialist,Non Exempt,1980-07-01,2007-03-19,21.21
FIR,FIR 951 Fire Grants,B.006189.1     ,Multimedia Communications Specialist II,Non Exempt,2018-04-12,2018-04-12,56330.82
FIR,FIR 951 Fire Grants,B.007658,Administrative Specialist II,Non Exempt,2020-07-16,2020-07-16,48757.54
FIR,FIR 951 Fire Grants,G.006084.2     ,Account Clerk III,Non Exempt,2020-05-07,2020-05-07,46961.46
GRD,GRD 010 Voter Registration and Elections,B.007162.1     ,Assistant Registrar II,Non Exempt,2007-08-01,2017-08-11,36135.32
GRD,GRD 010 Voter Registration and Elections,B.000111,Assistant Registrar III,Non Exempt,1994-08-01,2002-12-16,51162.54
GRD,GRD 010 Voter Registration and Elections,B.003488,Assistant Registrar III,Non Exempt,2016-03-01,2020-12-03,42031.34
GRD,GRD 010 Voter Registration and Elections,B.001035,Assistant Registrar III,Non Exempt,2009-03-16,2012-10-01,46024.94
GRD,GRD 010 Voter Registration and Elections,B.003920,Assistant Registrar III,Non Exempt,2009-10-16,2012-10-01,46024.94
GRD,GRD 010 Voter Registration and Elections,B.005201.1     ,Deputy Registrar,Non Exempt,2004-04-19,2017-03-02,68332.42
GRD,GRD 010 Voter Registration and Elections,B.000357,Assistant Registrar III,Non Exempt,2014-05-22,2014-05-22,45920.94
GRD,GRD 010 Voter Registration and Elections,S.020050,Director of Elections / General Registrar,Exempt,2012-04-01,2012-04-01,136982.05
GRD,GRD 010 Voter Registration and Elections,B.003634.1     ,Assistant Registrar II,Non Exempt,2017-11-02,2021-05-20,33467.2
